car_brand,purchase_date,purchase_value,engine_condition,no_of_buyers,fuel_type,kilometer_running,reparation_work,today_value
Audi,2019-10-14,2626818,Poor,3,Hybrid,157503,Yes,126481
Toyota,2017-09-18,1509656,Good,5,Diesel,6824,No,164829
Kia,2024-11-12,2759747,Average,2,Electric,65211,Yes,748149
Maruti,2016-05-31,2109189,Poor,2,Petrol,153270,No,62034
Kia,2024-08-31,488696,Poor,2,Electric,129072,Yes,70022
Kia,2015-03-19,2926069,Good,2,Petrol,83407,No,174134
Tata,2021-12-16,1188157,Excellent,1,Hybrid,67109,No,328777
Honda,2021-06-18,2190047,Excellent,3,Electric,192407,No,246992
Mahindra,2018-06-19,1901465,Average,5,Diesel,135766,Yes,94601
Kia,2023-03-07,1080933,Good,2,Diesel,52175,No,288122
Kia,2021-07-25,1213240,Poor,4,Hybrid,178763,Yes,62696
Hyundai,2017-09-11,1005084,Poor,5,Diesel,121256,Yes,50000
Hyundai,2021-10-12,981839,Poor,4,Petrol,91366,Yes,79135
Honda,2015-03-12,626930,Good,1,Hybrid,9700,No,59970
Mahindra,2018-02-17,2316079,Excellent,1,Hybrid,25665,No,405111
Ford,2022-08-18,2258170,Average,4,Petrol,183344,Yes,155773
Audi,2022-03-20,412517,Good,2,Petrol,22386,No,98284
Tata,2023-04-04,2423655,Excellent,4,Hybrid,36174,No,797520
Maruti,2018-10-04,1511652,Average,5,Diesel,111473,Yes,90544
Honda,2019-01-22,1933721,Good,5,Petrol,133167,Yes,125582
Toyota,2020-02-14,898431,Good,3,Hybrid,62943,No,140773
Toyota,2017-09-30,2337237,Good,3,Electric,184218,Yes,116263
Audi,2022-10-30,2673718,Poor,1,Electric,29016,No,526897
Honda,2015-08-20,2218870,Good,3,Petrol,189370,Yes,61588
Tata,2015-11-17,609298,Average,2,Electric,6305,No,53220
Toyota,2016-12-21,2724539,Poor,1,Diesel,107868,No,129591
Hyundai,2018-02-19,1251906,Average,1,Hybrid,161458,Yes,66409
BMW,2018-08-13,2221905,Good,4,Diesel,97972,No,205642
Hyundai,2022-12-26,2738109,Excellent,2,Hybrid,36522,No,962296
Audi,2020-05-28,2562154,Poor,5,Petrol,179263,Yes,89947
BMW,2016-07-11,1801259,Excellent,3,Electric,189893,Yes,83835
Mahindra,2024-09-25,2479347,Excellent,1,Diesel,179868,No,521102
Audi,2017-05-01,2553457,Poor,5,Diesel,167404,Yes,63974
Ford,2018-10-03,671350,Poor,2,Electric,58928,Yes,51878
BMW,2020-02-16,301452,Poor,3,Petrol,176418,Yes,50000
Honda,2015-04-07,1041572,Good,2,Petrol,102500,No,57001
Toyota,2021-12-19,2350124,Good,4,Electric,54325,No,516980
Mahindra,2019-11-26,2334698,Poor,1,Diesel,185307,Yes,96073
Maruti,2017-06-22,2160516,Poor,4,Electric,136068,Yes,82473
Hyundai,2022-09-23,1716681,Excellent,1,Diesel,71633,No,494888
Hyundai,2022-12-27,2634268,Average,2,Electric,90940,Yes,468509
Audi,2023-08-06,1720086,Poor,4,Petrol,157829,No,141016
Tata,2019-02-28,1209515,Excellent,3,Diesel,85852,No,164735
Hyundai,2022-06-01,1161361,Average,1,Petrol,58646,Yes,188343
Ford,2019-11-05,2839225,Poor,2,Electric,63509,No,285514
Hyundai,2015-12-08,1604197,Average,1,Electric,46180,No,128669
Honda,2019-08-15,1040996,Average,4,Hybrid,168001,Yes,56927
BMW,2015-11-03,1294916,Poor,3,Petrol,51729,No,55600
Audi,2021-12-31,1933503,Average,1,Hybrid,63467,Yes,328219
Mahindra,2021-10-11,1482017,Poor,2,Electric,123523,No,152291
Audi,2024-09-08,708856,Poor,2,Diesel,54967,Yes,128931
Ford,2023-08-10,2797192,Excellent,3,Hybrid,93736,No,806629
Audi,2023-01-14,1618460,Good,2,Hybrid,33987,No,482627
Kia,2021-07-19,399334,Average,2,Hybrid,184389,No,50000
BMW,2018-08-09,2905011,Poor,2,Petrol,23647,No,229777
Hyundai,2023-11-08,1930065,Poor,2,Electric,184415,No,182047
Maruti,2019-08-18,1505732,Poor,4,Electric,160463,Yes,69456
BMW,2022-11-14,2014256,Poor,3,Petrol,23582,Yes,271902
Hyundai,2017-10-19,1811280,Good,2,Diesel,189145,Yes,81028
BMW,2022-08-10,2211128,Good,2,Diesel,31684,No,581405
Honda,2017-08-09,2906016,Excellent,4,Diesel,121139,No,242446
Kia,2015-05-25,1015977,Excellent,1,Diesel,192517,Yes,50000
Tata,2016-12-09,2642604,Average,4,Hybrid,56533,Yes,172371
BMW,2021-12-23,2811832,Poor,5,Electric,67014,Yes,298661
BMW,2017-12-10,2971226,Poor,2,Petrol,74780,Yes,154769
Kia,2020-12-30,2622221,Excellent,1,Hybrid,118088,No,484766
Honda,2022-02-25,1637246,Good,1,Electric,116341,Yes,293847
Audi,2017-02-03,1858686,Excellent,5,Petrol,51524,No,174116
Mahindra,2019-09-03,1099094,Average,3,Electric,103563,Yes,101482
Hyundai,2015-05-06,2502170,Excellent,5,Electric,139220,No,138565
Audi,2019-02-19,907000,Poor,3,Electric,107797,No,62577
Tata,2019-03-15,844258,Poor,1,Hybrid,43760,No,82080
Ford,2016-12-13,950364,Average,4,Petrol,48249,No,62430
Mahindra,2023-04-06,2637164,Average,5,Diesel,145619,No,298966
Tata,2017-02-05,341748,Poor,5,Hybrid,187310,No,50000
Toyota,2022-10-02,1995807,Poor,5,Hybrid,85720,Yes,208140
Maruti,2022-02-28,2059271,Poor,5,Electric,20002,No,300914
Mahindra,2019-08-08,2874504,Poor,1,Electric,191515,Yes,120741
Hyundai,2021-10-27,1184035,Excellent,4,Diesel,19784,No,307223
Audi,2016-10-10,1395956,Poor,3,Electric,61054,Yes,73413
Hyundai,2023-07-31,2511723,Good,2,Petrol,81471,No,588008
Tata,2017-07-14,364645,Poor,4,Electric,164797,No,50000
Kia,2024-12-28,2997155,Good,1,Hybrid,109995,Yes,831128
Kia,2015-09-15,2759484,Excellent,2,Electric,155025,No,173534
Kia,2024-12-03,2782138,Average,3,Diesel,105947,No,584413
Audi,2022-03-13,829439,Poor,2,Petrol,175019,No,53214
Ford,2019-06-10,1100761,Good,3,Diesel,32025,No,163603
BMW,2020-01-24,686962,Excellent,3,Electric,73026,No,130179
Tata,2015-04-12,1957384,Excellent,3,Electric,85035,No,161309
Audi,2021-11-27,1030818,Excellent,2,Electric,38352,No,320740
Toyota,2015-07-13,2498945,Poor,2,Petrol,92845,Yes,80878
Maruti,2017-03-18,2459262,Good,1,Electric,138738,No,192775
Ford,2024-05-23,2117796,Poor,3,Electric,25571,No,490500
Honda,2019-12-21,876285,Excellent,1,Petrol,27400,No,179748
BMW,2024-09-01,2103618,Excellent,4,Electric,15555,No,997763
Honda,2024-03-27,916643,Average,2,Electric,75751,Yes,214237
Ford,2022-11-12,1928525,Good,5,Electric,164039,Yes,230145
Mahindra,2018-08-18,2116019,Poor,1,Electric,73086,Yes,158729
Tata,2018-05-04,1175591,Poor,3,Electric,70446,Yes,76588
Ford,2018-06-01,1342168,Excellent,3,Hybrid,199861,No,80779
Kia,2015-08-28,2749739,Good,3,Electric,96898,No,189726
Toyota,2022-12-30,2678478,Excellent,4,Diesel,146439,Yes,414921
Maruti,2024-01-28,2977430,Poor,4,Hybrid,23643,Yes,527589
Toyota,2020-04-25,409821,Poor,1,Hybrid,171625,Yes,50000
Ford,2023-07-02,524003,Excellent,1,Petrol,31474,No,187963
Tata,2023-03-03,2863711,Good,3,Diesel,101508,Yes,520347
Tata,2022-12-30,2133861,Average,1,Electric,123209,Yes,338275
Audi,2017-04-21,2638689,Excellent,5,Hybrid,132471,No,197110
Hyundai,2021-12-22,2418695,Average,3,Diesel,37302,Yes,383211
Mahindra,2020-01-07,2945275,Average,4,Hybrid,33001,Yes,347520
Audi,2016-05-05,879037,Average,2,Hybrid,38014,Yes,62578
Hyundai,2016-02-09,2135719,Poor,4,Petrol,63459,Yes,77576
Ford,2016-01-10,2613226,Excellent,2,Hybrid,14940,No,320386
Kia,2017-06-01,1765897,Poor,1,Hybrid,132574,Yes,75521
Honda,2022-05-01,1222389,Poor,1,Electric,146499,Yes,113249
Tata,2023-01-25,2799730,Poor,3,Petrol,13283,Yes,404784
Maruti,2019-11-24,2732586,Excellent,2,Diesel,63853,No,488334
Tata,2020-11-22,1633426,Average,2,Electric,105127,No,214025
Ford,2019-03-18,1312564,Average,1,Diesel,6102,No,183200
Honda,2015-06-22,537747,Good,1,Diesel,77177,No,50000
Maruti,2024-11-11,1289888,Poor,2,Petrol,143938,No,159439
Maruti,2024-01-27,2110117,Excellent,2,Electric,27801,No,971415
Ford,2018-11-16,2154636,Excellent,3,Electric,160477,No,206884
Tata,2024-01-23,1613746,Excellent,2,Diesel,66805,No,560576
Toyota,2024-01-11,2399560,Average,4,Petrol,129187,Yes,304295
Audi,2024-04-07,827374,Good,3,Diesel,158329,Yes,128276
Kia,2017-10-06,1469172,Good,3,Diesel,18296,No,174794
Audi,2021-08-22,2167971,Good,4,Petrol,45261,No,386223
Kia,2024-04-29,1400344,Poor,4,Electric,174969,Yes,124267
Tata,2024-06-16,2249393,Good,5,Electric,77510,No,632467
Hyundai,2019-11-21,2637172,Poor,1,Petrol,172056,No,125262
Tata,2020-08-04,819704,Excellent,3,Electric,37405,No,195838
Kia,2018-05-13,312697,Excellent,5,Diesel,64456,No,50000
Hyundai,2019-09-15,2810057,Poor,1,Hybrid,79127,Yes,230038
Honda,2019-02-11,2993031,Good,4,Electric,7967,No,492119
Toyota,2016-11-18,1182279,Excellent,5,Electric,125493,Yes,82140
Tata,2021-07-01,1021225,Poor,3,Diesel,152442,Yes,63081
Maruti,2022-07-29,2300574,Good,4,Hybrid,171882,No,274200
Toyota,2017-09-01,2108236,Average,2,Petrol,143146,No,108371
Hyundai,2017-09-21,1544425,Good,3,Petrol,135530,Yes,89514
Honda,2023-07-15,2307358,Average,3,Petrol,17162,No,526102
Hyundai,2019-01-24,1547379,Excellent,4,Electric,85981,No,221961
Mahindra,2017-11-17,405181,Average,2,Hybrid,35410,No,50000
Tata,2020-10-08,2825687,Poor,2,Petrol,54029,No,282918
Audi,2017-06-07,1050836,Good,4,Diesel,85179,No,85320
Ford,2016-04-21,2530556,Average,4,Hybrid,46895,No,171951
Mahindra,2019-12-04,1010199,Average,3,Electric,167650,Yes,65471
Toyota,2024-01-22,907548,Excellent,5,Diesel,50194,No,284266
Audi,2023-12-09,1274133,Excellent,4,Hybrid,97822,No,358964
Tata,2015-08-12,1513379,Poor,4,Petrol,173024,No,50000
Mahindra,2017-04-15,1162714,Good,3,Petrol,83610,No,91782
Toyota,2024-11-25,1513765,Poor,1,Petrol,136415,Yes,186970
Tata,2020-12-04,1114165,Poor,2,Petrol,82999,No,100945
Ford,2021-12-24,1033036,Good,5,Electric,54798,No,213943
Kia,2019-05-09,1156438,Poor,4,Diesel,117109,Yes,58979
Ford,2015-02-14,2185528,Good,3,Electric,190230,No,74722
Kia,2020-01-18,1718516,Good,2,Petrol,12144,No,298387
Maruti,2023-08-12,343221,Excellent,5,Diesel,146283,Yes,55369
BMW,2023-07-26,1220724,Good,4,Electric,54239,No,348403
Audi,2021-11-07,1673888,Good,4,Hybrid,27754,No,376929
BMW,2024-08-07,748984,Excellent,1,Diesel,83300,No,277832
BMW,2016-06-13,1258111,Average,2,Hybrid,65673,Yes,81512
Hyundai,2023-09-13,1365639,Excellent,4,Electric,160870,Yes,243561
Audi,2021-10-08,2458220,Average,4,Hybrid,39437,Yes,376388
BMW,2024-07-10,1180445,Poor,1,Hybrid,106960,Yes,184914
Maruti,2022-10-01,2531703,Poor,2,Petrol,123705,Yes,225609
Mahindra,2021-01-02,1143601,Excellent,4,Diesel,15366,No,263957
Toyota,2016-08-21,1491837,Excellent,5,Hybrid,140085,Yes,85920
Mahindra,2024-02-12,2346766,Average,3,Electric,30153,Yes,613145
Ford,2017-07-29,2970666,Excellent,1,Electric,16626,No,520988
Audi,2019-10-31,1424820,Good,3,Diesel,127858,No,144978
Honda,2016-08-04,2217416,Average,3,Petrol,160133,No,80832
Tata,2019-10-18,1635972,Average,4,Electric,136638,Yes,121042
Honda,2018-11-03,2735488,Average,4,Electric,43412,Yes,272141
Maruti,2017-10-06,2339020,Good,5,Electric,25479,No,273196
Toyota,2022-01-14,1660948,Excellent,4,Electric,135056,Yes,268019
Hyundai,2023-08-09,1229062,Poor,2,Petrol,95146,No,162484
Tata,2020-03-23,1729031,Average,2,Petrol,166057,No,115036
Toyota,2017-07-09,1591027,Average,1,Electric,20966,No,181547
Kia,2015-08-23,2793788,Average,1,Diesel,64499,No,174916
Toyota,2017-05-26,1071191,Average,2,Electric,170978,Yes,50000
Ford,2016-01-14,537444,Poor,1,Petrol,186158,No,50000
Maruti,2018-03-10,1381436,Poor,5,Electric,20002,Yes,95217
Mahindra,2016-04-11,1742817,Average,1,Electric,113756,No,108442
Toyota,2018-04-20,624614,Excellent,5,Diesel,56325,No,74819
Audi,2024-07-28,1235445,Excellent,4,Hybrid,157858,No,271338
Honda,2024-12-10,1621855,Average,5,Hybrid,48602,Yes,377804
BMW,2016-01-08,691845,Good,4,Electric,138473,Yes,50000
Toyota,2021-09-11,1143352,Excellent,2,Electric,194713,Yes,124497
Honda,2023-10-10,1881245,Average,2,Electric,124910,No,353793
Audi,2015-07-01,2024442,Poor,5,Petrol,175192,No,50000
Tata,2019-03-06,2890927,Good,4,Diesel,16035,No,412021
BMW,2021-08-19,2230195,Excellent,5,Hybrid,80192,No,441916
Ford,2024-11-08,2961337,Good,3,Diesel,20636,No,1107018
Hyundai,2017-04-07,871725,Excellent,4,Electric,181179,Yes,50000
Hyundai,2018-01-31,1563141,Average,5,Hybrid,163038,No,72252
Mahindra,2017-07-13,2786618,Average,1,Electric,10816,Yes,297114
Toyota,2021-01-12,2352272,Excellent,3,Diesel,197034,Yes,187998
Honda,2019-08-28,1714652,Excellent,3,Diesel,7764,No,345439
Mahindra,2015-09-16,315444,Average,5,Petrol,108251,Yes,50000
Audi,2024-02-04,2200395,Average,2,Petrol,38970,Yes,481704
Maruti,2022-08-09,487096,Good,1,Electric,26031,No,155946
BMW,2017-11-21,968380,Average,2,Electric,86364,Yes,76815
Audi,2019-03-31,1596556,Average,5,Electric,149203,Yes,93840
Ford,2021-12-19,1028227,Poor,2,Hybrid,127425,No,100280
BMW,2018-06-22,1987934,Excellent,5,Electric,16980,No,322366
Audi,2017-01-20,2176105,Average,4,Electric,77122,Yes,140666
Hyundai,2015-05-20,2119466,Poor,2,Diesel,60724,Yes,82875
Honda,2015-07-16,2340049,Excellent,4,Electric,104924,Yes,155179
Hyundai,2021-08-20,1670250,Average,2,Diesel,86535,No,238654
BMW,2023-02-01,941206,Average,2,Electric,185874,Yes,92857
Audi,2015-12-19,2045330,Poor,3,Diesel,113773,No,72039
Toyota,2019-06-16,777455,Average,2,Diesel,179393,Yes,50000
Ford,2020-07-24,2122980,Poor,5,Diesel,122465,Yes,120436
Honda,2022-04-27,580827,Good,1,Petrol,168711,Yes,63058
Toyota,2017-04-21,2096567,Good,2,Hybrid,136457,No,151295
Audi,2017-04-01,1499717,Poor,4,Hybrid,88509,Yes,67020
Ford,2021-01-30,2119724,Excellent,5,Diesel,76977,No,365330
Toyota,2020-01-12,2921174,Good,1,Electric,99649,No,450026
Honda,2018-07-07,915369,Good,2,Electric,21790,No,145362
Honda,2019-03-31,1338792,Poor,4,Electric,176476,No,57072
Audi,2022-01-22,1569880,Average,5,Electric,194313,Yes,102208
BMW,2017-09-27,2602585,Average,5,Diesel,26436,No,212971
Hyundai,2016-01-07,1946412,Good,3,Hybrid,132010,Yes,99788
Maruti,2023-01-04,2852621,Average,2,Hybrid,63225,Yes,542732
Mahindra,2019-12-27,1643945,Good,4,Electric,193326,No,113804
Maruti,2024-02-16,893450,Average,3,Petrol,98144,No,160065
Tata,2021-07-10,2227179,Excellent,4,Hybrid,80104,No,460808
Hyundai,2018-02-19,1166608,Good,1,Diesel,86493,No,124180
Audi,2019-07-09,532483,Excellent,3,Hybrid,168425,Yes,50000
Mahindra,2016-07-24,2013350,Poor,1,Petrol,19789,No,121932
Audi,2020-06-18,2955375,Good,5,Diesel,172758,Yes,197087
Hyundai,2018-06-13,2706273,Average,4,Electric,82149,Yes,214487
Ford,2020-04-11,1767740,Excellent,3,Hybrid,193606,No,153011
BMW,2023-07-21,710444,Poor,3,Electric,39635,No,136167
Maruti,2024-05-23,2647159,Good,3,Petrol,178525,Yes,335245
Hyundai,2019-07-26,2351441,Excellent,5,Electric,170364,No,208615
Toyota,2020-09-02,2303644,Excellent,1,Petrol,92179,No,403741
Honda,2022-12-06,1602404,Average,5,Petrol,87335,No,221308
Audi,2016-03-24,1109761,Excellent,3,Diesel,116193,Yes,72475
Hyundai,2020-12-05,2621800,Average,4,Petrol,184060,No,151473
Honda,2015-03-23,2868681,Average,3,Diesel,140071,Yes,92289
Kia,2015-04-15,2624135,Poor,3,Petrol,44037,No,106171
Mahindra,2018-07-11,799083,Good,3,Petrol,101946,Yes,63543
Kia,2020-11-28,1258706,Excellent,1,Diesel,62501,No,280783
BMW,2021-07-21,1613106,Excellent,2,Diesel,89661,No,336150
Mahindra,2016-06-09,2870596,Good,2,Diesel,141682,No,163324
Honda,2015-10-06,2311914,Excellent,5,Petrol,91449,No,146404
Ford,2024-03-12,981641,Average,2,Hybrid,174472,No,133409
Tata,2016-09-19,1976018,Good,3,Hybrid,24559,No,206842
Toyota,2021-01-02,578313,Average,5,Petrol,132812,Yes,50000
Mahindra,2018-02-19,1173753,Good,2,Electric,38044,No,165045
Audi,2021-11-07,1374842,Excellent,2,Hybrid,83502,No,330190
Ford,2015-08-03,854127,Poor,3,Petrol,121947,No,50000
Toyota,2018-07-21,884641,Average,4,Electric,11411,Yes,94463
Ford,2019-07-15,2889210,Excellent,4,Petrol,112775,No,322337
Tata,2021-11-06,394320,Average,4,Diesel,199225,Yes,50000
Toyota,2015-01-28,1888773,Poor,2,Diesel,85779,No,69894
Tata,2024-11-26,2809046,Average,4,Petrol,82180,Yes,523816
BMW,2020-06-29,1921888,Good,3,Diesel,189586,No,139703
Audi,2018-11-27,2055388,Poor,3,Electric,128871,Yes,109462
Toyota,2023-03-19,1950161,Poor,2,Diesel,143498,Yes,178212
Mahindra,2020-07-01,799376,Average,4,Electric,9360,No,131090
Maruti,2020-04-02,2923860,Good,4,Electric,172411,Yes,227500
Toyota,2017-07-28,2078292,Average,1,Diesel,198751,Yes,68914
Honda,2024-09-05,1613865,Poor,4,Diesel,40491,Yes,277786
Audi,2022-01-17,1831194,Excellent,5,Petrol,105534,Yes,270384
Hyundai,2023-04-20,2652432,Good,1,Petrol,103811,No,560756
Ford,2019-11-05,1095925,Good,3,Electric,137234,Yes,107787
Mahindra,2024-07-14,1942180,Poor,5,Diesel,170916,Yes,152853
Hyundai,2021-11-27,1605992,Poor,4,Hybrid,118322,No,146095
Hyundai,2015-03-31,2414819,Average,4,Petrol,68744,Yes,99375
Audi,2020-02-05,535892,Excellent,1,Petrol,156572,Yes,53130
Mahindra,2019-06-05,673305,Good,4,Hybrid,131094,Yes,57061
Hyundai,2016-07-26,2804100,Good,3,Electric,11177,No,319109
Toyota,2022-10-05,2179383,Good,1,Electric,130656,No,442369
Maruti,2016-05-16,2199288,Excellent,2,Hybrid,167831,Yes,119061
Toyota,2018-07-12,2260204,Good,1,Petrol,86461,No,239348
Tata,2022-10-01,1576505,Average,2,Petrol,113876,Yes,197761
Audi,2018-02-19,1290785,Poor,3,Electric,156167,Yes,50982
Toyota,2020-02-15,731616,Poor,4,Petrol,177288,Yes,50000
Tata,2020-12-10,421864,Average,4,Diesel,169819,Yes,50000
Hyundai,2022-07-24,1277180,Poor,1,Hybrid,14634,Yes,214923
Maruti,2021-02-26,2782717,Poor,5,Electric,126079,No,214500
Tata,2015-01-22,1252679,Good,3,Electric,121472,Yes,62051
Audi,2023-07-24,1297477,Excellent,5,Hybrid,68881,No,369848
Audi,2016-09-12,1307364,Poor,1,Diesel,142745,No,50000
Toyota,2017-02-08,750754,Poor,1,Diesel,61102,Yes,50000
Honda,2015-10-11,1704328,Excellent,5,Electric,66548,No,147031
Kia,2024-01-16,1355405,Poor,1,Electric,94965,Yes,221549
Maruti,2019-09-17,1425003,Poor,1,Hybrid,179694,No,70662
Maruti,2022-01-24,2602713,Average,3,Petrol,64387,No,389226
Kia,2019-04-22,1722956,Excellent,2,Electric,131741,No,225840
Tata,2022-06-07,2442625,Poor,4,Hybrid,24612,Yes,330188
Toyota,2019-11-18,1826602,Poor,2,Hybrid,30153,Yes,178567
BMW,2021-08-10,1645959,Good,5,Diesel,169312,No,150889
Honda,2020-05-23,1725988,Good,2,Petrol,35384,No,291387
Tata,2024-03-10,1661592,Average,4,Hybrid,122237,Yes,257282
Honda,2016-04-26,700550,Average,2,Petrol,132981,Yes,50000
Tata,2023-02-09,1356588,Average,4,Petrol,152427,Yes,127975
Hyundai,2020-05-02,2879990,Excellent,3,Diesel,183470,Yes,232536
Maruti,2023-02-21,1737293,Average,1,Electric,26874,No,484045
Hyundai,2015-04-24,618710,Poor,1,Diesel,85368,No,50000
Ford,2024-09-17,2646443,Poor,5,Electric,38500,Yes,492237
Tata,2021-08-12,1326816,Excellent,2,Hybrid,189075,No,157063
Honda,2022-05-24,939553,Good,4,Hybrid,42323,No,218703
Tata,2021-02-05,1497140,Poor,3,Hybrid,169409,Yes,81806
BMW,2022-07-05,2636628,Poor,4,Petrol,144740,Yes,178029
Toyota,2017-10-09,1725482,Average,4,Electric,141112,Yes,89353
Honda,2016-09-05,2479450,Good,3,Hybrid,83440,No,202790
Mahindra,2019-01-21,2076389,Average,4,Diesel,124371,Yes,129225
Kia,2020-07-16,1598799,Excellent,1,Diesel,140656,No,225324
Honda,2019-09-15,1005333,Poor,3,Diesel,71868,No,79691
Maruti,2015-08-24,1625504,Excellent,5,Electric,85085,No,126366
Tata,2023-11-20,2124222,Average,5,Electric,176169,Yes,218076
BMW,2019-07-20,1397961,Good,5,Hybrid,87425,No,159082
Toyota,2020-10-23,1978371,Poor,4,Petrol,56228,Yes,159141
Hyundai,2017-03-25,790398,Poor,1,Hybrid,31669,No,58399
BMW,2022-10-31,2778138,Poor,4,Electric,74610,Yes,348506
Tata,2020-06-14,2694169,Average,1,Electric,36835,Yes,420391
Kia,2021-09-04,440393,Poor,3,Diesel,140356,Yes,50000
Mahindra,2017-05-29,2811621,Average,4,Hybrid,68225,Yes,188401
Toyota,2019-10-26,513499,Poor,4,Petrol,29888,No,50000
Audi,2023-07-01,1426081,Poor,2,Petrol,170541,Yes,105383
Toyota,2020-07-22,2016672,Average,2,Hybrid,113895,Yes,202365
Ford,2016-07-11,1652075,Average,2,Diesel,68578,No,111496
Ford,2020-10-13,1920264,Average,5,Diesel,180378,Yes,101461
Kia,2019-02-06,2642917,Poor,2,Electric,149145,Yes,135176
Honda,2021-11-16,2638379,Average,4,Electric,105780,No,361711
Tata,2018-04-18,2760727,Average,4,Petrol,181877,No,105885
Tata,2020-09-07,654254,Excellent,1,Petrol,146105,Yes,76591
BMW,2020-11-22,415390,Good,5,Electric,26018,No,80550
Ford,2019-03-14,555856,Poor,3,Diesel,141165,No,50000
Ford,2021-08-01,836309,Excellent,5,Petrol,139996,Yes,94237
Kia,2016-02-28,2107192,Good,5,Hybrid,193701,Yes,62186
Honda,2024-08-28,1808869,Good,2,Hybrid,59555,No,634609
Mahindra,2018-10-21,2705630,Excellent,5,Hybrid,104499,No,301035
Tata,2015-09-02,575242,Poor,4,Diesel,83746,No,50000
Toyota,2018-05-10,1954283,Good,3,Petrol,154975,Yes,110697
Audi,2020-04-16,1159777,Good,5,Diesel,145386,Yes,91381
Maruti,2016-02-11,863608,Average,4,Hybrid,66164,Yes,50000
Mahindra,2019-11-16,1719729,Good,5,Petrol,151151,No,126427
BMW,2020-11-16,1018436,Poor,1,Hybrid,126178,No,88206
Honda,2016-02-23,733733,Average,4,Diesel,130483,Yes,50000
Mahindra,2024-01-29,2629346,Average,2,Hybrid,76774,No,623406
Mahindra,2016-10-02,800393,Poor,2,Electric,166443,No,50000
Honda,2015-12-19,1416056,Good,1,Hybrid,78700,No,117074
Ford,2024-04-26,2056499,Good,4,Hybrid,85264,No,545549
Honda,2017-07-09,2122350,Excellent,2,Hybrid,86232,No,248829
Tata,2018-01-24,1973795,Good,5,Diesel,156251,Yes,100676
Audi,2024-03-19,1231948,Poor,1,Petrol,140697,Yes,132510
Toyota,2019-01-31,2662317,Poor,5,Diesel,199696,No,74549
Honda,2019-06-14,1465238,Excellent,2,Petrol,18817,No,270629
Hyundai,2017-01-25,535240,Excellent,3,Hybrid,177253,Yes,50000
BMW,2018-03-17,1471379,Average,5,Electric,170304,No,69812
Mahindra,2021-08-05,2944690,Good,2,Hybrid,48030,No,657790
Ford,2022-01-30,2660158,Good,2,Petrol,182470,Yes,236279
Tata,2019-02-27,1210758,Poor,4,Hybrid,59857,No,93104
Hyundai,2019-10-22,2836439,Average,3,Petrol,84564,No,268618
Ford,2017-01-16,2702195,Good,4,Electric,199780,Yes,98005
Audi,2016-03-19,2402091,Poor,1,Hybrid,69837,No,129054
Toyota,2015-08-04,2155662,Excellent,3,Electric,29051,No,235575
Tata,2019-01-04,1406864,Poor,3,Petrol,38815,Yes,95780
Mahindra,2018-03-31,583382,Good,2,Diesel,81810,No,61371
Tata,2024-02-18,2652022,Excellent,3,Hybrid,66424,No,943325
Honda,2021-11-23,2826799,Average,2,Electric,104137,No,438163
Honda,2015-03-03,1991699,Excellent,2,Hybrid,11194,No,215211
Ford,2021-03-29,1531912,Excellent,1,Petrol,133828,Yes,211960
Ford,2023-09-07,859870,Excellent,3,Petrol,128969,No,182162
BMW,2017-05-15,526991,Excellent,1,Diesel,106526,Yes,50000
Kia,2019-12-13,1360450,Average,5,Petrol,193019,Yes,52381
Toyota,2024-05-27,538445,Poor,4,Petrol,153233,No,51966
Hyundai,2019-08-12,1881592,Excellent,4,Petrol,31836,No,304444
Maruti,2020-04-25,544906,Excellent,4,Hybrid,76234,No,94272
Mahindra,2015-05-19,882319,Excellent,1,Petrol,8116,No,91842
Honda,2016-09-04,2665270,Excellent,2,Hybrid,98880,No,256318
Honda,2022-03-08,1179976,Excellent,1,Hybrid,67063,No,338722
Hyundai,2018-02-15,1381124,Good,5,Diesel,107286,Yes,95372
Honda,2021-08-18,1975103,Good,1,Electric,111863,No,370580
